Timestamp,Identifiant (fourni par vos délégués),Filière d'origine,Commentaires,Le volet X de l'enseignement vous a paru [Topologie],Le volet X de l'enseignement vous a paru [Calcul différentiel],Le volet X de l'enseignement vous a paru [Calcul intégral],Le volet X de l'enseignement vous a paru [Probabilités],Commentaires,Le volet X de l'enseignement vous a semblé utile / pertinent / intéressant [Topologie],Le volet X de l'enseignement vous a semblé utile / pertinent / intéressant [Calcul différentiel],Le volet X de l'enseignement vous a semblé utile / pertinent / intéressant [Calcul intégral],Le volet X de l'enseignement vous a semblé utile / pertinent / intéressant [Probabilités],Commentaires,La cohérence d'ensemble (l'intégration entre les différents volets) vous a semblé satisfaisante [Votre réponse],Commentaires,Vous avez assisté aux cours magistraux [Fréquence],Commentaires,"En général, vous avez apprécié l'exposé ? [Topologie]","En général, vous avez apprécié l'exposé ? [Calcul différentiel]","En général, vous avez apprécié l'exposé ? [Calcul intégral]","En général, vous avez apprécié l'exposé ? [Probabilités]",Commentaires,Les cours magistraux ont contribué efficacement à votre apprentissage [Topologie],Les cours magistraux ont contribué efficacement à votre apprentissage [Calcul différential],Les cours magistraux ont contribué efficacement à votre apprentissage [Calcul intégral],Les cours magistraux ont contribué efficacement à votre apprentissage [Probabilités],Commentaires,Vous êtes satisfait des travaux dirigés [Votre réponse],Commentaires,Vous avez participé aux tutorats [Pour poser des questions ciblées ],Vous avez participé aux tutorats [Comme un cadre d'études (autonome)],Vous avez participé aux tutorats [Pour obtenir du soutien (encadrement renforcé)],Vous avez participé aux tutorats [Pour aller plus loin (hors-programme)],Vous avez participé aux tutorats [Pour faciliter vos révisions à l'approche de l'examen ],Vous avez participé aux tutorats [Autre usage ?],Commentaires,Vous êtes satisfait des tutorats actuels [Votre réponse],Commentaires,Vous préférez des groupes de tutorats aux objectifs plus précis  [Votre réponse],Commentaires,Le projet numérique vous a semblé utile / pertinent / intéressant  [Votre réponse],Les éléments numériques du cours vous semblent utiles / pertinents / intéressants. [Votre réponse],Commentaires,"L'existence d'un volet ""outil pour les mathématiques"" en informatique est positif. [Votre réponse]",Commentaires,Les modalités de l'évaluation du projet numérique sont appropriées [Votre réponse],Commentaires,"Le sujet de l'examen écrit est cohérent avec les cours, TDs et tutorats [Votre réponse]",Commentaires,Vous identifiez clairement les compétences et savoirs que l'examen écrit et le projet numérique permettent de tester [Votre réponse],Commentaires,"Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Pauline Bernard]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Thomas Romary]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Sébastien Boisgérault]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Emilie Chautru]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Delphine Bresch-Pietri]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Samy Blusseau]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Silviu Niculescu]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Jean-Emmanuel Deschaud]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Chloé-Agathe Azencott]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Martin Brossard]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Matthieu Vigne]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Slawomir Pietrasz]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Nicolas Desassis]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Dilshad Suroop]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Luc Rongieras]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Thierry Parmentelat]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Cyril Joly]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Obi-Wan Kenobi]",Commentaires,"La succession de plusieurs intervenants (amphi, TD, projet, etc.) s'est déroulée de façon satisfaisante [Votre réponse]",Commentaires,Les supports de cours vous ont donné satisfaction [Votre réponse],Commentaires,Vous avez utilisé le site web de l'enseignement  [Pour récupérer les fichiers PDF des cours],"Vous avez utilisé le site web de l'enseignement  [Pour des informations complémentaires (errata, documents en préparation, calendrier, ""etc.)]",Commentaires,Vous avez utilisé le forum discourse pour [Les compléments de cours et/ou les mini-exercices],"Vous avez utilisé le forum discourse pour [Vous tenir au courant de l'organisation (tutorats, rendus projets, etc.)]",Vous avez utilisé le forum discourse pour [Poser des questions],Commentaires,Temps total consacré à l'étude du cours (amphi inclus) [Votre réponse],Commentaires,Temps total consacré aux exercices (TDs inclus) [Votre réponse],Commentaires,Temps total consacré au projet numérique [Votre réponse],Commentaires,Examen écrit et révisions [Votre réponse],Commentaires,Commentaires (global),"Globalement, cet enseignement vous a paru [Votre réponse]",Commentaires
2019/11/15 12:21:21 AM GMT+1,50,MP/MP* : classe préparatoire Mathématiques-Physique,,Plutôt facile,Plutôt facile,Plutôt facile,Plutôt facile,Rien de bien nouveau par rapport à l'année dernière ,Plutôt oui,Plutôt oui,Plutôt oui,Plutôt non,Je n'ai jamais été un fan de probas,Plutôt oui,On sent la progression dans le cour,Régulièrement,J'ai besoin d'avoir le cour en direct pour comprendre et mieux retenir,Plutôt oui,Plutôt oui,Plutôt oui,Plutôt non,Je suis peut-être un peu stressé mais le trop grand nombre de parenthèses non refermées et de fautes d'orthographe au tableau m'empêchent de me concentrer ,Plutôt oui,Plutôt oui,Plutôt oui,Plutôt oui,Même si je n'ai pas le sentiment d'avoir appris grand chose pour l'instant ,Plutôt oui,Je trouve que c'est un bon complément au cours,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Je préfère travailler seul ,,Non concerné ,,Idem,Tout à fait,Plutôt oui,Étant fan d'informatique j'ai un avis peu objectif ,Plutôt oui,"Même si on ne retient pas grand chose pendant les cours, la pratique permet de mieux apprendre à utiliser les outils proposés ",Plutôt oui,Le niveau de détail demandé sur les commentaires n'était pas très clair,Plutôt oui,,Plutôt oui,,,,Plutôt oui,Tout à fait,,,,,,,,,,,,Plutôt oui,,Pas du tout,,Plutôt oui,,Plutôt oui,Le sommaire du cours de probas n'était pas très explicite,Non,Non,Je viens de découvrir le lien,Parfois,Parfois,Jamais,Je n'ai pas encore pris le réflexe de vérifier Discourse ,environ 12 h,Je suis surtout allé en amphi et j'ai un peu retravaillé le cœur avant les partiels,environ 18 h,Idem mais avec plus d'exercices ,environ 3 h,J'ai passé une heure et demi à comprendre que j'avais mis un i à la place d'un j en indice,3h,"J'avais le sentiment de maîtriser déjà assez le cour et les exos, cela reste à vérifier ",J'aimerais bien pouvoir avoir plus d'heures de maths et pousser un peu plus le cour même sur des sujets qui ne tomberont pas en partiels. Je suis en manque de maths mais peut-être pas encore assez autonome sur le hors programme ,Peu satisfaisant,Peu satisfaisant par manque de nouveauté même si je sais que le niveau n'était pas homogène. L'idée de faire des groupes de niveaux ou des remises à niveau me plaît 
2019/11/17 2:58:46 PM GMT+1,33,PSI/PSI* : classe préparatoire Physique-Sciences de l'Ingénieur,,Plutôt difficile,Plutôt difficile,Plutôt facile,,,Plutôt oui,Plutôt oui,Plutôt oui,Plutôt oui,,Plutôt oui,,Presque jamais,"Je trouve que les cours en Amphi sont assez désordonnés, incohérents. Il me semble plus pertinent de prendre 1h30 pour simplement lire le cours chronologiquement et aller ensuite en petite classe pour confronter mes acquis, puis en tutorat pour poser des questions si nécessaire.",Plutôt non,Plutôt non,,,,Plutôt non,Plutôt non,,,,Plutôt oui,,Souvent,Parfois,Parfois,Parfois,Souvent,,,Plutôt oui,,"Oui, tout à fait","Diviser les classes par thématique me semble très pertinent : en plus de l'accompagnateur, on se retrouve alors avec des gens qui ont généralement des problèmes similaires aux nôtres, et donc l'émulation collective fait avancer plus vite",Plutôt oui,Plutôt oui,"Le projet numérique était utile (fait travailler les méthodes de cours) et intéressant (le sujet est sympa et a concrètement une utilité). Par contre, je ne trouve pas pertinent, d'un point de vu scolaire, de passer une dizaine d'heures sur un projet pour que celui ci soit quasi inexistant dans la notation finale.
Les plus du cours sur l'approche des maths par l'informatique sont biens.",Plutôt oui,,Plutôt non,Voir commentaire de la page précédente,Plutôt oui,,Plutôt oui,,,,Plutôt oui,,,,,,,,Tout à fait,Plutôt non,Plutôt oui,,,,,Tout à fait,,Plutôt oui,,"Oui, tout à fait",,Oui,Oui,,Parfois,Souvent,Jamais,,24 h ou plus,"Pour maitriser tout un poly, il faut bien 3-4h pour le comprendre, l'apprendre et le maitriser en refaisant tous les TDs.",environ 18 h,,environ 9 h,,environ 6 h,,"Je pense qu'il faut plus de temps pour l'enseignement, et peut être que certaines parties critiques des cours demanderai plus de temps pour être vraiment assimilées",Plutôt satisfaisant,
2019/11/17 3:36:10 PM GMT+1,82,MP/MP* : classe préparatoire Mathématiques-Physique,,Plutôt facile,Plutôt facile,Plutôt difficile,Plutôt facile,,Tout à fait,Tout à fait,Tout à fait,Plutôt oui,,Plutôt oui,"Il serait pertinent de faire du lien avec ce qui a pu être fait en prépa (sachant qu'il y  a des différences entre les différentes filières), afin de passer plus de temps sur les notions nouvelles et moins sur ce qui relève de la révision du programme de prépa. ",Régulièrement,,Plutôt oui,Plutôt non,"Oui, beaucoup",Plutôt non,"en probabilités, trop de temps perdu à réexpliquer des notions déjà vues, et pas assez de temps passé sur les nouvelles.",Plutôt oui,Tout à fait,Tout à fait,Plutôt non,,Plutôt oui,,Jamais,Souvent,Jamais,Jamais,Jamais,Jamais,,Plutôt oui,,Plutôt oui,,Plutôt non,Plutôt non,,Plutôt non,"l'objectif du cours semble pertinent, mais trop de cours théoriques et pas assez de pratique, or en informatique, c'est essentiellement la pratique qui permet l'apprentissage. J'ai plus appris en réalisnt l'évaluation de pyhton-primer que pendant les cours magistraux.","Oui, tout à fait",,"Oui, tout à fait.",,"Oui, tout à fait",,Tout à fait,Plutôt oui,Plutôt oui,,,,,,,,,,,,,,,Tout à fait,"Sébastien Boisgérault : a su vraiment susciter mon intérêt, je trouve ses explications plutôt claires et précises, mais parfois un peu désorganisées.
Obi-Wan Kenobi : explications de niveau intergalactique","Oui, tout à fait",,"Oui, tout à fait",,Non,Non,,Jamais,Parfois,Jamais,,environ 12 h,,environ 24 h,20h,environ 9 h,,environ 6 h,,"Le temps prévu pour l'enseignement ne permet pas d'approfondir beaucoup les notions, ce que j'aurais aimé pouvoir faire, à titre personnel. De manière général, cela me semble néanmoins plutôt réaliste. Je ne savais pas trop quoi faire pendant mes révisions, ce qui allait être attendu à l'examen… Je n'ai pas manqué de temps, en revanche. J'aurais préféré consacrer plus de temps aux mathématiques et notamment aux TD, à l'approfondissement de certaines notions, (et moins par exemple à la partie cours magistral du volet ""outil pour les mathématiques).",Plutôt satisfaisant,"Je suis globalement satisfaite de l'enseignement, mais j'aurais voulu en faire plus, et de manière plus approfondie."
2019/11/20 1:44:26 PM GMT+1,105,PSI/PSI* : classe préparatoire Physique-Sciences de l'Ingénieur,,Plutôt difficile,Plutôt difficile,Trop difficile,Plutôt facile,,Plutôt oui,Plutôt oui,Plutôt oui,Tout à fait,,Plutôt oui,,Régulièrement,,Plutôt oui,Plutôt non,Plutôt non,"Non, pas du tout",,Pas du tout,Pas du tout,Pas du tout,Pas du tout,,Plutôt oui,,Jamais,Parfois,Jamais,Jamais,Jamais,Jamais,,Plutôt non,,"Oui, tout à fait",,Plutôt oui,Plutôt non,Je n'en ai pas eu l'utilité pour l'instant mais c'est toujours intéressant de savoir que ces infos sont à disposition.,Plutôt oui,La manière dont il est enseigné n'est pas pertinente en ce qui me concerne; j'aurais voulu plus pratiquer.,Plutôt oui,,Plutôt oui,,Plutôt non,,,Pas du tout,Tout à fait,,,,,,,,,,,Tout à fait,,Plutôt non,,,,Plutôt oui,,"Oui, tout à fait",,Oui,Oui,,Jamais,Tout le temps,Jamais,,environ 12 h,,environ 18 h,,12 h ou plus,,environ 12 h,,Difficultés à trouver le temps adéquats car je n'arrivais pas à apprendre régulièrement les cours avec toutes les activités de début d'année donc je n'arrivais pas à suivre les professeurs qui prenaient pour acquis les choses faites précédemment.,,"Globalement, l'enseignement m'a paru bien en théorie, c'est à dire si on avait eu le temps de réviser régulièrement et d'avoir des élèves à un niveau comparable (il y avait beaucoup de disparités entre les MP et les autres filières je pense)."
2019/11/20 1:48:13 PM GMT+1,13,PSI/PSI* : classe préparatoire Physique-Sciences de l'Ingénieur,,Plutôt difficile,Trop difficile,Plutôt difficile,Plutôt difficile,"Manque l'option ""normal"" dans les réponses possibles ",Plutôt oui,Plutôt oui,Plutôt oui,Plutôt oui,"Certains volets sont parfois trop difficiles ou mal abordés pour qu'on en saisisse la pertinence, c'est dommage. ",Plutôt non,,Assez souvent,,Plutôt non,Plutôt non,Plutôt non,Plutôt non,"J'ai perçu davantage les cours magistraux comme une deuxième lecture expéditive du poly (qui en suppose donc une première en amont), qui ne s'adressait qu'à ceux qui maitrisent déjà les éléments du cours et qui ne reprenait souvent que les éléments les plus difficiles. Difficile de percevoir les points essentiels du cours à assimiler de ce fait. C'est dommage. ",Pas du tout,Pas du tout,Pas du tout,Plutôt non,"Encore une fois, les éléments évoqués pendant le cours ne permettent pas toujours de le comprendre, c'est donc parfois une perte de temps. ",Plutôt oui,J'apprécie particulièrement les quelques minutes de rappel effectuées par l'encadrant. ,Parfois,Parfois,Jamais,Jamais,Parfois,,,,"Pas d'avis, je n'y suis pas assez souvent allé. Je trouve cependant que mon(les) encadrant(s) était très disponible. ",Plutôt non,,Plutôt oui,Plutôt non,,Plutôt non,"Le format actuel est une perte de temps, les cours ne sont pas assez ciblés, les enseignants pour certains découvrent les slides en même temps que nous. il serait peut être intéressant de proposer un glossaire plus restreint des méthodes à connaître. Encore une fois, les données importantes se perdent un peu dans le flot d'informations, c'est dommage. ",Plutôt oui,On pourrait peut être donner davantage d'importance à ces projets dans le système de notation car on y passe pour la plupart beaucoup de temps.,Plutôt non,,Plutôt non,,,Plutôt non,Plutôt non,,Tout à fait,,,,,,,,,,,,,,"En ce qui concerne les cours magistraux de proba (Thomas Romary), le cours est parfois ennuyant, notamment sur la première séquence car bien trop linéaire vis-à-vis du poly. A l'inverse, les autres cours magistraux (Sébastien Boisgérault) sont trop confus et difficiles à suivre car ne s'adressent qu'à ceux qui connaissent déjà le cours (aux MP*** notamment et uniquement). C'est dommage. 
Par contre, en ce qui concerne le chargé de TD (Delphine Bresch-Pietri), on apprécie réellement les rappels en début de séance et la volonté de faire en sorte que TOUT le monde comprenne. ",Plutôt oui,,Plutôt oui,Les polys sont peut être un peu trop denses. Il est difficile d'identifier les points essentiels et ceux qui ne le sont pas ou sont plus secondaires. ,Non,Non,,Jamais,Souvent,Jamais,,environ 6 h,,environ 12 h,un peu plus de 12h : TD et reprise des exercices en révision. ,environ 6h,"Entre 6 et 9h : reprise du cours, projet et mise en forme du projet. ",environ 6 h,,,Peu satisfaisant,"Encore une fois, je trouve que l'enseignement n'est pas adapté à une promotion où les personnes sont d'horizons distincts et très variés: il n'y a pas que des MP*****s. Au même titre, comment comptez vous prendre en compte de telles  disparités pour l'évaluation? "
2019/11/20 2:02:36 PM GMT+1,41,MP/MP* : classe préparatoire Mathématiques-Physique,,Plutôt facile,Plutôt difficile,Plutôt difficile,Plutôt facile,,,,,,,Plutôt oui,,Presque jamais,,,,,,,,,,,,Plutôt oui,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,,,,Plutôt oui,On est pas toujours au courant des differents groupes de tutorat et de ce qu'ils proposent ,Plutôt non,Plutôt oui,,Plutôt oui,,,,"Oui, tout à fait.",,"Oui, tout à fait",,,Tout à fait,Tout à fait,,Plutôt oui,,,,,,,,,,,,,Tout à fait,,,,"Oui, tout à fait",,Oui,,,Parfois,Parfois,Jamais,,3 h ou moins,,environ 18 h,,12 h ou plus,,environ 12 h,,,Plutôt satisfaisant,
2019/11/20 2:13:15 PM GMT+1,114,MP/MP* : classe préparatoire Mathématiques-Physique,,Plutôt facile,Plutôt difficile,Plutôt difficile,Trop facile,,Plutôt oui,Plutôt oui,Plutôt non,Tout à fait,,Plutôt non,,Assez souvent,,Plutôt oui,"Non, pas du tout","Non, pas du tout",Plutôt non,,Pas du tout,Pas du tout,Pas du tout,Pas du tout,,"Oui, tout à fait",,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,,,,"Oui, tout à fait",,Plutôt oui,Plutôt non,,Plutôt oui,,Plutôt oui,,Plutôt non,,Plutôt oui,,,,,,Tout à fait,Plutôt oui,,,,,,,,,,,,,,Plutôt oui,,"Oui, tout à fait",,Oui,Oui,,Jamais,Tout le temps,Jamais,,environ 6 h,,environ 12 h,,environ 6h,,environ 12 h,,Le périmètre de l'enseignement est très large sur un temps assez court. Il a été donc assez difficile de repérer les points importants du cours.,Peu satisfaisant,
2019/11/20 2:21:19 PM GMT+1,8,PC/PC* : classe préparatoire Physique-Chimie,,Plutôt facile,Trop difficile,Plutôt difficile,Plutôt facile,,Plutôt non,Pas du tout,Tout à fait,Tout à fait,,Plutôt non,,Assez souvent,,"Oui, beaucoup","Non, pas du tout",Plutôt oui,Plutôt non,,Pas du tout,Pas du tout,Plutôt oui,Pas du tout,,Plutôt oui,,Jamais,Jamais,Jamais,Jamais,Parfois,,,Plutôt oui,,"Oui, tout à fait",,Tout à fait,Plutôt oui,,Plutôt non,"Pour le mines python primer, on a surtout passé du temps à chercher parmi les slides sans réelle stimulation intellectuelle. Avoir qques rudiments de git est par contre intéressant.",Plutôt non,"On y passe du temps, on essaye de faire un truc vraiment efficace, avec plusieurs méthodes, et à la fin c'est pas gratifié à sa juste mesure m'est avis.",Plutôt non,,Plutôt oui,,Tout à fait,Plutôt oui,,,,,,,,,,,,,,,,,,Plutôt oui,,Plutôt oui,,Oui,Non,,Jamais,Jamais,Jamais,,environ 18 h,,environ 12 h,,environ 6h,,environ 9 h,,,Peu satisfaisant,"Je n'ai pas l'impression d'avoir beaucoup appris, mais plus manipuler différence outils. J'ai pu un peu surfer (enfin, l'examen le dira) sur mes connaissances de prépa."
2019/11/20 2:25:13 PM GMT+1,69,MP/MP* : classe préparatoire Mathématiques-Physique,,Plutôt difficile,Plutôt difficile,Plutôt difficile,Plutôt difficile,,Tout à fait,Tout à fait,Tout à fait,Tout à fait,,Plutôt oui,,Régulièrement,,"Oui, beaucoup",Plutôt oui,"Oui, beaucoup","Non, pas du tout",,Plutôt oui,Plutôt oui,Plutôt oui,Pas du tout,,"Non, pas du tout",Je trouve que l'on n'est pas assez efficace,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Je serai allé au tutorat de maths s'il ne tombait pas juste après le TD,,,,,Plutôt non,"Oui, tout à fait",,Plutôt oui,Les cours de python primer étaient peu utiles. Il aurait été préférable que les élèves suivent les slides chacun de leur côté,Plutôt non,,Plutôt oui,,Plutôt non,,Plutôt oui,Pas du tout,Tout à fait,,,,,,,,,,,,,,,Tout à fait,,Plutôt oui,,"Oui, tout à fait",,Oui,Non,,Jamais,Jamais,Jamais,"Je n'ai jamais le réflexe d'aller sur Discourse, notamment à cause de la multiplication des sites de support des cours au Mines (Campus, Discourse et Oasis)",24 h ou plus,,environ 18 h,,12 h ou plus,"Très peu efficace sur ce sujet,",,cf travail TD et cours,,Plutôt satisfaisant,
2019/11/20 2:29:52 PM GMT+1,91,PSI/PSI* : classe préparatoire Physique-Sciences de l'Ingénieur,,Plutôt difficile,Plutôt difficile,Trop difficile,Plutôt difficile,Pas bcp de truc pour vraiment montrer qu'une fct est HK integrable(ou du moins pas assez d'exemple abordé en td),Plutôt oui,Plutôt oui,Plutôt oui,Plutôt oui,,Plutôt oui,,Régulièrement,,Plutôt oui,Plutôt oui,Plutôt oui,Plutôt non,Les amphis de proba étaient un  peu trop proche du polycopié. ,Plutôt oui,Plutôt oui,Plutôt oui,Plutôt oui,,Plutôt oui,,Parfois,Jamais,Jamais,Jamais,Parfois,,,Plutôt non,,"Oui, tout à fait","Ce serait bien de s'organiser par groupe pour faire(ou refaire) des exos en plus dans chaque thématiques, de façon plus 'lente', mais surtout où on explique bien les différentes étapes",Plutôt non,Plutôt non,Les problèmes encontrés lors du projet math- info étaient surtout informatiques (une part un peu plus importante de la recherche mathématique aurait été apprécié),Plutôt oui,"Bonne révisions vis-à-vis de python, mais cours quasi uniquement diapo notebook n'était pas top",Plutôt oui,,Plutôt non,"Contrairement à ce qu'on nous avait dit, l'examen ne ressemblait quasiment pas à ce qui avait été fait en TD (à part 3,4 questions sur les 30). ",Plutôt non,,,,Plutôt oui,,,,Tout à fait,,,,,,,,,,,Tout à fait,,Plutôt oui,,Plutôt oui,,Non,Non,,Jamais,Souvent,Parfois,,environ 18 h,J'ai fiché entièrement pour cours pour réussir à l'apprendre. Cela m'a pris environ une journée,environ 24 h,Tt les TD+1tutorats+exercices à la maison pour réviser les partielles,environ 9 h,,15 h ou plus,En comptant le tps pour faire les fiches et les exos,"Du mal à avoir assez de tps pour refaire des exos. Ou bien réduire périmètre, ou bien augmenter nbr de Tds",Peu satisfaisant,J'aurais vraiment apprécié une ou deux séances de 'remise à niveaux' sachant que je viens d'une filière PSI
2019/11/20 4:13:16 PM GMT+1,20,MP/MP* : classe préparatoire Mathématiques-Physique,,Plutôt facile,Plutôt difficile,Plutôt difficile,Trop difficile,Pas le temps d’assimiler les cours,Plutôt oui,Plutôt oui,Plutôt non,Plutôt oui,,Plutôt non,,Assez souvent,,Plutôt oui,Plutôt non,Plutôt non,Plutôt non,"Si on a pas lu le poly c’est difficile de s’accrocher, pas toujours facile de suivre/ de saisir la structure du cours",Plutôt non,Plutôt non,Plutôt non,Plutôt non,On a fait aucun exercice,Plutôt oui,,Parfois,Parfois,Jamais,Jamais,Parfois,,C’est en TD qu’on peut comprendre le cours et assimiler les méthodes ,Plutôt oui,,Plutôt oui,,Plutôt oui,Plutôt non,,Plutôt oui,,Plutôt oui,,Plutôt oui,"Le sujet m’a paru long, mais dans la continuité des TDs",Plutôt non,,,,,,,,,,,,,,,Tout à fait,,,,,,Plutôt oui,,Plutôt oui,Le Poly pourrait être un peu mieux structurer (séparer l’essentiel du blabla),Non,Non,,Jamais,Parfois,Jamais,,environ 12 h,,environ 12 h,,environ 6h,C’etait quand même assez long même si c’etait intéressant ,3h,,"On manque un peu de temps en ce début d’année, pas forcément envie de travailler les maths pures en sortie de prepa",Plutôt satisfaisant,
2019/11/20 6:46:37 PM GMT+1,79,MP/MP* : classe préparatoire Mathématiques-Physique,,Plutôt difficile,Trop difficile,Plutôt difficile,Plutôt facile,,Pas du tout,Pas du tout,Pas du tout,Plutôt non,"Le calcul diff et le calcul intégral sont deux éléments des mathématiques que je n'aime particulièrement pas, il est vrai que j'étais relativement dégoûté quand j'ai vu que j'allais devoir en refaire en école. A partir de là, il était difficile de rendre ce cours plaisant pour moi.",Plutôt oui,,Assez souvent,"J'aurais du y aller moins, je ne tirais pas beaucoup de valeur ajoutée des amphis.",,,,,"Je n'ai pas particulièrement apprécié les exposés : c'était trop rapide, difficile et le thème ne m'intéressais pas.",Pas du tout,Pas du tout,Pas du tout,Pas du tout,,Plutôt non,"Il n'y avait pas une très bonne dynamique de groupe, ça n'encourageait pas à la participation.",Jamais,Jamais,Jamais,Jamais,Jamais,,,,,Plutôt oui,,Plutôt oui,Plutôt non,,Plutôt oui,"Tous les cours dédiés à ce volet étaient à mon sens une perte de temps. Ce sont les premières semaines aux mines, tout le monde est dans l'inté, fatigué, et les cours consistent à faire défiler des slides sans jamais toucher une ligne de code : on n'en retient rien du tout. D'autant plus que pour le projet python primer, chacun reprend dans son coin l'intégralité des notebooks, qui sont très bien dans l'absolu. Il serait plus judicieux de lancer directement les élèves sur le projet : on va directement lire les slides au lieu de les voir défiler sans y faire attention, et on peut demander des conseils aux chargés de td. Le notebook d'évaluation python primer était en revanche utile : il fait prendre un premier contact avec les fonctions de base et avec la démarche d'aller chercher sur internet les fonctions utiles.",Plutôt oui,"La séance en amphi avec des profs pour nous guider était très utile pour le projet des lignes de niveau, ça aurait été un peu difficile sans cela de bien comprendre ce qu'il faut faire/ce qui est attendu.",Plutôt oui,,Plutôt oui,,,,,,,,Plutôt non,,,,,,,,,,,Tout à fait,,Plutôt oui,,Plutôt oui,,Non,Non,"Les documents écrits suffisent, je suis allé chercher quelques informations complémentaires sur discourse.",Parfois,Parfois,Jamais,,environ 12 h,,environ 12 h,,environ 6h,,environ 6 h,,"Je trouve ça dommage d'imposer le calcul diff à tout le monde. La gestion du temps de travail est difficile avec l'inté : pas assez de travail puis trop de travail quand on s'y met avant les partiels. J'aurais aimé y consacrer moins de temps dans les dernières semaines, mais devoir travailler pendant l'inté en gâcherait le plaisir.",Pas satisfaisant,
2019/11/20 7:53:08 PM GMT+1,6,PC/PC* : classe préparatoire Physique-Chimie,,Plutôt difficile,Plutôt difficile,Plutôt difficile,Plutôt difficile,,Plutôt oui,Plutôt oui,Plutôt oui,Plutôt oui,,Plutôt oui,,Régulièrement,,Plutôt non,Plutôt non,Plutôt non,Plutôt oui,Le cours ne suivait pas assez le poly. J’aurais aimé que les intervenants explique le poly plutôt qu’ils écrivent ce qui leur passe par la tête ,Plutôt non,Plutôt non,Plutôt non,Plutôt oui,,Plutôt oui,Beaucoup de démos de cours que l’on pourrait éviter à profit d’applications directes des notions,Parfois,Parfois,Parfois,Jamais,Jamais,,,Plutôt oui,,"Oui, tout à fait",On s’y perdait ,Tout à fait,"Non, pas du tout",Peut être pertinents en tout pas ni utiles ni intéressants pour moi,"Non, pas du tout","Les cours de python ont été je pense très mal pensés. Impossible de ne pas décrocher. Trop de blabla, des notions à n’en plus pouvoir... on finit par ne plus écouter et chercher à posteriori dans le cours ce dont on a besoin. Mieux vaut laisser les diapos aux élèves sans leur demander d’aller en cours. Pour git il m’a fallu un travail de groupe pour en apprendre plus qu’en 3-4 séances. J’aurais aimé plus d’application","Oui, tout à fait",,Plutôt oui,,Plutôt oui,,,,Plutôt oui,,,,,,,,,,,Tout à fait,,Tout à fait,,Tout à fait,,"Oui, tout à fait",,Plutôt oui,,Non,Non,,Jamais,Jamais,Jamais,,environ 18 h,,environ 18 h,,environ 9 h,,environ 12 h,,,Peu satisfaisant,
2019/11/20 7:57:34 PM GMT+1,43,PC/PC* : classe préparatoire Physique-Chimie,,Plutôt facile,Plutôt difficile,Trop difficile,Plutôt facile,,Plutôt oui,Tout à fait,Pas du tout,Tout à fait,Je ne vois toujours pas dans quel cadre l'intégrale de HK sert à un ingénieur généraliste. ,Plutôt non,Pas de cohérence entre l'intégrale de HK abordé et les cours de probabilités. ,Assez souvent,,Plutôt oui,Plutôt oui,Plutôt non,Plutôt oui,,,,,,,"Oui, tout à fait",,Souvent,Souvent,Souvent,Jamais,Souvent,Jamais,,"Oui, beaucoup",,"Non, pas du tout",,Tout à fait,"Oui, tout à fait",,"Oui, tout à fait",,Plutôt oui,,Plutôt non,,Plutôt non,,,,,,,,Tout à fait,,,,,,,,,,,Tout à fait,,Plutôt oui,,"Oui, tout à fait",,Non,Non,,Parfois,Parfois,Jamais,,environ 18 h,,environ 18 h,,environ 6h,,environ 9 h,,,Peu satisfaisant,
